package,URI,label,isAssertable,isConstructed,isVisible,comment,icon,constructionState
package#Network,domain#HostContext,HostContext,FALSE,TRUE,FALSE,"Represents accessibility for a host when in a specific location, with links to the host, location (space), and networks it can be connected to in that location.",,FALSE
package#Network,domain#HostNetContext,HostNetContext,FALSE,TRUE,FALSE,"Represents accessibility for a host when on a specific subnet, with links to the host, subnet, and locations (spaces) where it can be connected to in that subnet.",,FALSE
package#Network,domain#HostPalette,Hosts,FALSE,FALSE,FALSE,"An overlay parent class descended from Palette Type, to be used to control the grouping of assertable assets in the SSM GUI Asset Palette.",,FALSE
package#Network,domain#InteractiveHost,InteractiveHost,FALSE,FALSE,FALSE,"A (physical) host with a user interface that allows users to interact with a process, but not to log into the host.",,FALSE
package#Network,domain#InternalSubnet,InternalSubnet,FALSE,FALSE,FALSE,A base class for logical subnets that are purely internal within a single host.,,FALSE
package#Network,domain#Internet,Internet,TRUE,FALSE,TRUE,"Special type of PhysicalSubnet, used as an abstraction for the core and access networks that make up the global, public Internet. There is only one Internet, so only one of these should appear in each system model.",world.svg,FALSE
package#Network,domain#L01Subnet,L01Subnet,FALSE,FALSE,FALSE,"Common parent of L0 and L1 subnets, i.e. subnets that support communication within a single host or between two paired hosts.",,FALSE
package#Network,domain#L0Subnet,L0Subnet,FALSE,FALSE,FALSE,An L0Subnet is one provided by a host for communication within that host. This covers API calls and socket level communication between hosted processes to emulated IP switching between virtual hosts. The key difference between this and L3 virtual networks is that intrusion on the network is impossible except by compromising a connected host.,,FALSE
package#Network,domain#L23Subnet,L23Subnet,FALSE,FALSE,FALSE,"Common parent of L2 and L3 subnets, i.e. subnets that support communication between different, unpaired hosts.",,FALSE
package#Network,domain#L2Subnet,L2Subnet,FALSE,FALSE,FALSE,An OSI Layer 2 subnet is one supporting communication between connected devices.,,FALSE
package#Network,domain#L3Subnet,L3Subnet,FALSE,FALSE,FALSE,An OSI Layer 3 subnet is one that supports addressing of messages between connected devices and devices that need not be connected to the same subnet.,,FALSE
package#Network,domain#LogicalSubnet,LogicalSubnet,FALSE,FALSE,FALSE,A base class for any means of communication between hosts.,,FALSE
package#Network,domain#LoginService,LoginService,TRUE,TRUE,TRUE,"Supports remote access to command line functionality on its host. If the service controls the host, it has root privileges, enabling remote system admin. If the service controls other processes running on the host, it has the privileges assigned to those processes, and users can interact via a remote terminal client with those processes. A desktop service may be configured as a restricted workspace by enabling security controls such that it does not allow the user unrestricted access to the shell, but only to processes that are specified as being available to the login service.",login-shell.svg,FALSE
package#Network,domain#MobileClient,MobileClient,TRUE,FALSE,TRUE,"A device that is mobile, but could be a Notebook, Smartphone, or Tablet. Used where different users may employ different types of client device, so the model cannot specify (or assume) a single type.",mobiles.svg,FALSE
package#Network,domain#MobileHost,MobileHost,FALSE,FALSE,FALSE,"A Host that has no fixed location, and whose network connections are thus mostly non-persistent.",,FALSE
package#Network,domain#NetworkAsset,NetworkAsset,FALSE,FALSE,FALSE,"Base class for all network assets excluding host devices, including abstract and real subnets, network interfaces, routes through gateway hosts, and extended network paths.",,FALSE
package#Network,domain#NetworkPalette,Networks,FALSE,FALSE,FALSE,"An overlay parent class descended from Palette Type, to be used to control the grouping of assertable assets in the SSM GUI Asset Palette.",,FALSE
package#Network,domain#Notebook,Notebook,TRUE,FALSE,TRUE,"A mobile physical host such as a PC, used to run application processes locally, including client processes for accessing services over a network.",laptop.svg,FALSE
package#Network,domain#PContext,PContext,FALSE,FALSE,FALSE,A common parent class for process-related access contexts.,,FALSE
package#Network,domain#PersonalHost,PersonalHost,FALSE,FALSE,FALSE,"A mobile or IoT device that is dedicated to a single user and carried wherever they go. It is possible for hosts of these types to be non-dedicated, but if a user both interacts with and manages them, they are considered dedicated.",,FALSE
package#Network,domain#PhysicalHost,PhysicalHost,FALSE,FALSE,FALSE,"A physical host device, that could therefore be physically as well as electronically attacked (unlike a VirtualHost).",,FALSE
package#Network,domain#PhysicalSubnet,PhysicalSubnet,FALSE,FALSE,FALSE,A physical subnet is one that makes direct use of physical hardware.,,FALSE
package#Network,domain#Process,Process,FALSE,FALSE,FALSE,"Represents a process (usually implemented by software running on a Host) that can read, update or create data, or exchange data with other processes.",,FALSE
package#Network,domain#ProcessContext,ProcessContext,FALSE,TRUE,FALSE,"Represents accessibility for a process when running on a specific host in a specific location, with links to the process, host, location (space), and networks it can use for communication in that location, plus channels and paths that are accessible to a client or available for accessing a service when in that location.",,FALSE
package#Network,domain#ProcessPalette,Process Types,FALSE,FALSE,FALSE,"An overlay parent class descended from Palette Type, to be used to control the grouping of assertable assets in the SSM GUI Asset Palette.",,FALSE
package#Network,domain#ProcNetContext,ProcNetContext,FALSE,TRUE,FALSE,"Represents accessibility for a process when running on a specific host on a specific subnet, with links to the process, host and subnet, and locations (spaces), where it can be connected to that subnet, plus channels and paths that are accessible to a client or available for accessing a service when it is connected.",,FALSE
package#Network,domain#RadioSubnet,RadioSubnet,FALSE,FALSE,FALSE,"A network that uses radio as its means of communication, and may therefore be snooped or jammed.",,FALSE
package#Network,domain#RemoteAccessClient,RemoteAccessClient,FALSE,FALSE,FALSE,A remote access client is any process that can be used to run commands or otherwise interact with processes running in a shell on a remote host.,,FALSE
package#Network,domain#RemoteAccessService,RemoteAccessService,FALSE,FALSE,TRUE,A remote access service is any process that can be accessed remotely and used to run commands or otherwise interact with processes running in a shell on its host.,,FALSE
package#Network,domain#RemoteTerminal,RemoteTerminal,TRUE,TRUE,TRUE,Provides a means to access the command line on a remote host via a login service running on that host.,remoteterminal.svg,FALSE
package#Network,domain#RemovableMedia,RemovableMedia,TRUE,FALSE,TRUE,"Represents the ability to use removable (e.g. USB) storage devices as a means to transfer data between hosts. Such devices therefore act a bit like networks, so in practice any threats are caused by the mechanism used to connect them to other hosts.",usbdrive.svg,FALSE
package#Network,domain#Router,Router,TRUE,TRUE,TRUE,A very simple fixed device used to transmit and receive data between different locally connected subnets.,router.svg,FALSE
package#Network,domain#Server,Server,TRUE,FALSE,TRUE,"A fixed physical host used to run application processes that are accessed remotely over a network. If your server device is not headless, make it a Workstation.",server.svg,FALSE
package#Network,domain#ShellHost,ShellHost,FALSE,FALSE,FALSE,"A parent class for devices that support access via something equivalent to a shell, i.e. a means for users to run and control processes.",,FALSE
package#Network,domain#SimpleHost,SimpleHost,FALSE,FALSE,FALSE,"A parent class for devices that are specialised for a purpose, and are therefore not normally able to host arbitrary processes and data. As distinct from GeneralHost devices, which have no such limitations.",,FALSE
package#Network,domain#SimpleProcess,SimpleProcess,FALSE,FALSE,TRUE,A process with limited complexity able to run on a specialised device.,,FALSE
package#Network,domain#Smartphone,Smartphone,TRUE,FALSE,TRUE,A mobile physical host used to run apps that mostly act as clients for accessing services over a network.,phone.svg,FALSE
package#Network,domain#Smartwatch,Smartwatch,TRUE,FALSE,TRUE," A mobile physical host used to run apps that mostly act as clients for accessing services over a network, and which typically connects using near field communications to a router such as a smartphone.",watch.svg,FALSE
package#Network,domain#SMSClient,SMSClient,TRUE,TRUE,TRUE,"Represents a text messaging client running on a phone that is used interactively by its users. The domain model assumes every smart phone will be running one of these clients, but they must be inserted by users if they run on other devices including tablets or PCs, etc.",phone-sms.svg,FALSE
package#Network,domain#SocketLAN,SocketLAN,FALSE,TRUE,TRUE,Represents the ability of processes on a common host to communicate with each other using the loopback address.,,FALSE
package#Network,domain#Tablet,Tablet,TRUE,FALSE,TRUE,"A mobile physical host used to run apps, some of which run locally but many act as clients for accessing services over a network.",tablet.svg,FALSE
package#Network,domain#TrivialHost,TrivialHost,FALSE,FALSE,FALSE,"A device specialised to support functionality so limited that it does not support shell access, e.g. a USB thumb drive, IoT controller or IoT sensor.",,FALSE
package#Network,domain#TrivialProcess,TrivialProcess,FALSE,FALSE,FALSE,"A type of simple process that is so trivial that some types of threats arise so rarely they can be neglected, e.g. threats involving software bugs.",,FALSE
package#Network,domain#TypeOverlayHost,TypeOverlayHost,FALSE,FALSE,FALSE,A base class for all host classification overlay parent classes.,,FALSE
package#Network,domain#TypeOverlayProcess,TypeOverlayProcess,FALSE,FALSE,FALSE,A base class for all process classification overlay parent classes.,,FALSE
package#Network,domain#TypeOverlaySubnet,TypeOverlaySubnet,FALSE,FALSE,FALSE,A base class for logical subnet classification overlay parent classes.,,FALSE
package#Network,domain#WiFiLAN,WiFiLAN,TRUE,TRUE,TRUE,A locally connected physical network that uses radio communication.,wifi.svg,FALSE
package#Network,domain#WiredLAN,WiredLAN,TRUE,TRUE,TRUE,A locally connected network in which connections between hosts are provided by physical wires.,cables.svg,FALSE
package#Network,domain#WiredSubnet,WiredSubnet,FALSE,FALSE,FALSE,A network that uses physical wiring as its means of communication.,,FALSE
package#Network,domain#Workstation,Workstation,TRUE,FALSE,TRUE,"A fixed physical host with a fully functional user interface, including a conventional PC, used to run interactive applications locally, as well as interactive client processes for accessing services over a network.",pc.svg,FALSE
package#NetworkConnectivity,domain#ClosedSegment,ClosedSegment,FALSE,TRUE,FALSE,"A route between subnets via a gateway on which messages cannot be routed by default.  Subclasses are used to represent cases where messages can be routed, so a route represented by the base class only is one where messages cannot be sent unless they are replies on a previously established connection.",,FALSE
package#NetworkConnectivity,domain#CommsAsset,CommsAsset,FALSE,FALSE,FALSE,Base class for all assets representing network communications.,,FALSE
package#NetworkConnectivity,domain#DeNATSegment,DeNATSegment,FALSE,FALSE,TRUE,"A route through a NAT device (or equivalent) from a public subnet to a private one. In an IPv4 network, destination addresses for messages along this route must be translated from public to private addresses. This would normally only happen if the message is a response in a previously established connection from private to public subnets, unless port forwarding is implemented to allow access to specific services.",,FALSE
package#NetworkConnectivity,domain#Interface,Interface,FALSE,TRUE,TRUE,"The interface between a Host and a Logical Subnet. Represents a possible point of control and a target for attack. If the Logical Subnet is an IP network, the Interface also represents the existence of an IP address.",,FALSE
package#NetworkConnectivity,domain#LogicalPath,LogicalPath,FALSE,FALSE,FALSE,Base class for network paths.,,FALSE
package#NetworkConnectivity,domain#LogicalRoute,LogicalRoute,FALSE,FALSE,FALSE,A route through a Host between two connected Logical Subnets along which it is always possible to route messages.,,FALSE
package#NetworkConnectivity,domain#LogicalSegment,LogicalSegment,FALSE,FALSE,FALSE,A base class representing a route through a Host between any two distinct Logical Subnets of any kind.,,FALSE
package#NetworkConnectivity,domain#NATSegment,NATSegment,FALSE,TRUE,FALSE,"Route through a Host between two distinct Logical Subnets in which the source of the message (e.g. its IP address) is rewritten in transit through the gateway Host. If both subnets are IP networks, this corresponds to SNAT on outbound messages.",,FALSE
package#NetworkConnectivity,domain#NetworkPath,NetworkPath,FALSE,TRUE,FALSE,Represents a path in the network between two LogicalSubnets.,,FALSE
package#NetworkConnectivity,domain#OpenSegment,OpenSegment,FALSE,TRUE,FALSE,"A route through a Host between two connected Logical Subnets along which it is possible to route messages where the message source need not be obfuscated by any form of network address translation, although the destination address may in some cases be changed from that of the gateway Host.",,FALSE
package#NetworkConnectivity,domain#PhysicalPath,PhysicalPath,FALSE,TRUE,FALSE,Represents a path in the network between two LogicalSubnets in which all of the subnets involved are physical.,,FALSE
package#NetworkConnectivityInference,domain#NetworkInferenceAsset,NetworkInferenceAsset,FALSE,FALSE,FALSE,A base class for any assets used only to model state created by network connectivity inference patterns.,,FALSE
package#NetworkConnectivityInference,domain#NPE,NPE,FALSE,TRUE,FALSE,Used for model construction only.,,TRUE
package#NetworkConnectivityInference,domain#PPE,PPE,FALSE,TRUE,FALSE,Used for model construction only.,,TRUE
package#Physical,domain#BoundedSpace,BoundedSpace,TRUE,FALSE,TRUE,"A public space with a boundary, so it can feasibly be checked or inspected despite being a public space. The boundary may be a physical perimeter (e.g. as in a public building), or non-physical (e.g. a region within an open space whose boundary is specified on a map). Note that access to the space cannot be restricted. A separate PrivateSpace type is used for bounded spaces with a secure perimeter and access restrictions.",publicspace.svg,FALSE
package#Physical,domain#PhysicalPalette,Physical Locations,FALSE,FALSE,FALSE,"An overlay parent class descended from Palette Type, to be used to control the grouping of assertable assets in the SSM GUI Asset Palette.",,FALSE
package#Physical,domain#PrivateSpace,PrivateSpace,TRUE,FALSE,TRUE,Represents a bounded physical space that can be secured to restrict access.,privatespace.svg,FALSE
package#Physical,domain#PublicSpace,PublicSpace,TRUE,FALSE,TRUE,"Represents an open physical space that anyone can access, lacking even a defined boundary so it cannot even be patrolled or inspected. Use the Bounded Space type for more localised regions or public buildings, etc.",space.svg,FALSE
package#Physical,domain#Space,Space,FALSE,FALSE,FALSE,Represents a physical space in which devices may be located or from which networks may be accessed.,,FALSE
package#Physical,domain#World,World,FALSE,TRUE,FALSE,A singleton subclass of Public Space representing all unsecured physical locations that are not in any other Space.,,FALSE
package#Privacy,domain#BiometricData,BiometricData,TRUE,FALSE,TRUE,A data item or set that contains biometric measurements relating to individuals.,biometricdata.svg,FALSE
package#Privacy,domain#GeneticData,GeneticData,TRUE,FALSE,TRUE,A data item or set that contains genetic information relating to individuals.,geneticdata.svg,FALSE
package#Privacy,domain#HealthData,HealthData,TRUE,FALSE,TRUE,"A data item or set that contains health information, which may or may not be related to a specific individual.",healthdata.svg,FALSE
package#Privacy,domain#HealthSensor,HealthSensor,TRUE,FALSE,TRUE,"A sensor for acquiring health related data from a patient. Has no console allowing login, but it may have an interface allowing some interaction with a human user, who may or may not be the patient.",health-sensor.svg,FALSE
package#ProcessComms,domain#AttackPath,AttackPath,FALSE,FALSE,FALSE,Base class for all attack paths.,,FALSE
package#ProcessComms,domain#ClientAttackPath,ClientAttackPath,FALSE,FALSE,FALSE,Base class for all attack paths related to a specific client.,,FALSE
package#ProcessComms,domain#ClientChannel,ClientServiceRelationship,FALSE,TRUE,FALSE,"Represents a trust relationship between a Client and a Service. Exists where the two communicate directly, or where the Service may need to know the identity of the Client.",,FALSE
package#ProcessComms,domain#ClientPath,ClientPath,FALSE,TRUE,FALSE,Represents a path to a service from a logical subnet that is on a path from a specific legitimate client.,,FALSE
package#ProcessComms,domain#ClosedClientAttackPath,ClosedClientServiceAttackPath,FALSE,TRUE,FALSE,Path to a service from a subnet from which a message can be sent to the service that (due to network address translation) would appear to come from a source address that is indistinguishable from a specific legitimate client.,,FALSE
package#ProcessComms,domain#ClosedServiceAttackPath,ClosedServiceAttackPath,FALSE,TRUE,FALSE,Path to a service from a subnet from which a message can be sent to the service that (due to network address translation) would appear to come from a source address that is indistinguishable from at least one legitimate client.,,FALSE
package#ProcessComms,domain#ConnectionAsset,ConnectionAsset,FALSE,FALSE,FALSE,"Base class for assets representing process-process relationships, privileged communication channels, and opportunities for attacks using those channels.",,FALSE
package#ProcessComms,domain#ConnectionChannel,ConnectionChannel,FALSE,FALSE,FALSE,Base class for client-service connection assets.,,FALSE
package#ProcessComms,domain#ConnectionPath,ConnectionPath,FALSE,FALSE,FALSE,Base class for paths linked to logical subnets through which client-service connection requests are made.,,FALSE
package#ProcessComms,domain#OpenClientAttackPath,OpenClientServiceAttackPath,FALSE,TRUE,FALSE,"Path to a service from a subnet which is on a path from a legitimate client, so messages sent from this subnet can reach the service, even if default firewall rules could normally prevent it.",,FALSE
package#ProcessComms,domain#OpenServiceAttackPath,OpenServiceAttackPath,FALSE,TRUE,FALSE,"Path to a service from a subnet which is on a path from at least one legitimate client, so messages sent from this subnet can reach the service, even if default firewall rules could normally prevent it.",,FALSE
package#ProcessComms,domain#ServiceAttackPath,ServiceAttackPath,FALSE,FALSE,FALSE,Base class for all attack paths not related to a specific client.,,FALSE
package#ProcessComms,domain#ServiceChannel,ClientServiceChannel,FALSE,TRUE,FALSE,"Represents a communication path through the network between a Client and a Service. This channel is privileged, in the sense that where default firewall rules would block connections from the Client to the Service, they are enabled by an exception to the default rules.",,FALSE
package#ProcessComms,domain#ServiceProxy,ReverseProxy,TRUE,FALSE,TRUE,"A simple reverse proxy process that provides a proxy endpoint for some other, usually HTTP(S) service.",reverse-proxy.svg,FALSE
package#Users,domain#Adult,Adult,TRUE,FALSE,TRUE,A Human who is legally competent to give their consent for any process resulting from their participation in an IT based system.,adult.svg,FALSE
package#Users,domain#Child,Child,TRUE,FALSE,TRUE,A Human who is below the applicable age of consent for participation in an IT-based system.,boy.svg,FALSE
package#Users,domain#Human,Human,TRUE,FALSE,TRUE,An individual user role within the socio-technical system that uses and/or manages assets.,person.svg,FALSE
package#Users,domain#Organisation,Organisation,TRUE,FALSE,TRUE,"A group working together in pursuit of goals, which may or may not be shared by all the individuals participating in the group. An organisation need not be a legal entity with similar legal status to an individual (e.g. a limited company, charity or government department), as it may represent a loose federation or social group. If your organisation is a legal entity, make it a Legal Organisation instead.",people.svg,FALSE
package#Users,domain#Stakeholder,Stakeholder,FALSE,FALSE,FALSE,"Represents an entity with motives for engaging in the modelled system. Note that systems are modelled as socio-cyber-physical systems, so users and various organisational actors are considered part of a system they are using.",,FALSE
package#Virtualisation,domain#HostChannel,HostChannel,FALSE,TRUE,TRUE,"Represents a physical network path between physical hosts that is used to route traffic in a virtual subnet, underpinning a Virtual Channel.",,FALSE
package#Virtualisation,domain#HostLAN,HostLAN,FALSE,TRUE,TRUE,A locally connected (virtual) network between a host device and virtual hosts provisioned on that device.,,FALSE
package#Virtualisation,domain#OverlaySubnet,OverlaySubnet,FALSE,FALSE,FALSE,"A subnet implemented using iptables rules to provide an IP address overlay on an existing network. This can be used to route between virtual hosts using a network that connects their physical hosts, for example.",,FALSE
package#Virtualisation,domain#ScalableHost,ScalableHost,FALSE,FALSE,FALSE,"Common parent class for any host that is automatically scalable, i.e. a virtual host where the number of instances can be increased to handle increased loads.",,FALSE
package#Virtualisation,domain#VCluster,VCluster,TRUE,FALSE,TRUE,A collection of identical virtual servers that can be managed as a cluster. A singleton VCluster in a system model represents multiple VM-class Hosts.,vcluster.svg,FALSE
package#Virtualisation,domain#VirtualChannel,VirtualChannel,FALSE,TRUE,FALSE,Link between two physical hosts that is needed to support communication between clients and services over virtual networks.,,FALSE
package#Virtualisation,domain#VirtualHost,VirtualHost,FALSE,FALSE,FALSE,"A virtualised device provisioned by another Host, usually but not always at a data centre, using a subset of the underlying physical hardware capacity. Distinct from a PhysicalHost.",,FALSE
package#Virtualisation,domain#VirtualSubnet,VirtualSubnet,FALSE,FALSE,FALSE,A virtual subnet is any subnet comprising a slice (in any sense) of one or more physical subnets.,,FALSE
package#Virtualisation,domain#VM,VM,TRUE,FALSE,TRUE,"A virtual host provisioned at a data centre, allocated a fraction of the underlying physical hardware capacity, and able to host arbitrary applications and data.",vm.svg,FALSE
package#Virtualisation,domain#VPN,VPN,FALSE,FALSE,FALSE,"A virtual network created by means of protocol tunnelling over other networks. Packet level encryption is usually but not always used, so only physical routing headers (not VPN headers or message content) is accessible in the underlying network.",,FALSE
package#Virtualisation,domain#VRouter,VRouter,TRUE,FALSE,TRUE,A very simple virtual device used to transmit and receive data between different locally connected (possibly virtual) subnets.,vrouter.svg,FALSE
package#Virtualisation,domain#VXLAN,VXLAN,TRUE,TRUE,TRUE,A locally connected virtual network in which connections between hosts are transported over other networks. Includes software defined networks.,controlplane.svg,FALSE
