package,URI,hasEntryPoint
domain#000000,domain#000000,domain#TWAS-OutOfService-CoreNetwork
package#5G,domain#LS.IS.CNCN.8,domain#TWAS-OutOfService-CoreNetwork
package#Application,domain#D.C.HuiPiDCHS.3,domain#TWAS-Astuteness-Human
package#Application,domain#D.C.HuiPiDCHS.3,domain#TWAS-OccupantTW-Space
package#Application,domain#D.C.HuiPiDCHS.3,domain#TWAS-OutOfService-Process
package#Application,domain#D.C.HuiRACHSPiD.3,domain#TWAS-Astuteness-Human
package#Application,domain#D.C.HuiRACHSPiD.3,domain#TWAS-OccupantTW-Space
package#Application,domain#D.C.HuiRACHSPiD.3,domain#TWAS-OutOfService-Process
package#Application,domain#H.W.HuHWES.3,domain#TWAS-Astuteness-Human
package#CloudManagement,domain#DF.A.PDF.6.2,domain#TWAS-Authenticity-DataFlow
package#DataLifecycle,domain#D.C.HuiPv-iD-FCHS.3,domain#TWAS-Astuteness-Human
package#DataLifecycle,domain#D.C.HuiPv-iD-FCHS.3,domain#TWAS-OccupantTW-Space
package#DataLifecycle,domain#D.C.HuiPv-iD-FCHS.3,domain#TWAS-OutOfService-Process
package#DataLifecycle,domain#D.C.HuiPv-iDFCHS.3,domain#TWAS-Astuteness-Human
package#DataLifecycle,domain#D.C.HuiPv-iDFCHS.3,domain#TWAS-OccupantTW-Space
package#DataLifecycle,domain#D.C.HuiPv-iDFCHS.3,domain#TWAS-OutOfService-DataFlow
package#DataLifecycle,domain#D.C.HuiPv-iDFCHS.3,domain#TWAS-OutOfService-Process
package#DataLifecycle,domain#D.C.HuiRACv-iDFCHS.3,domain#TWAS-Astuteness-Human
package#DataLifecycle,domain#D.C.HuiRACv-iDFCHS.3,domain#TWAS-OccupantTW-Space
package#DataLifecycle,domain#D.C.HuiRACv-iDFCHS.3,domain#TWAS-OutOfService-DataFlow
package#DataLifecycle,domain#D.C.HuiRACv-iDFCHS.3,domain#TWAS-OutOfService-Process
package#DataLifecycle,domain#D.I.D.0,domain#TWAS-Authenticity-Data
package#DataLifecycle,domain#DB.O.DA-VDBs-pDA.6,domain#TWAS-DefaultTW-Service
package#DataLifecycle,domain#DB.O.DA-VDBs-pDA.6,domain#TWAS-OutOfService-Service
package#DataLifecycle,domain#DB.O.DBs-pDADA-V.6,domain#TWAS-DefaultTW-Service
package#DataLifecycle,domain#DB.O.DBs-pDADA-V.6,domain#TWAS-OutOfService-Service
package#DataLifecycle,domain#DB.O.DSPDF-VDB.6.1,domain#TWAS-OutOfService-Service
package#DataLifecycle,domain#DB.O.DSPDF-VDB.6.2,domain#TWAS-OutOfService-Service
package#DataLifecycle,domain#DB.O.DSPDFVDB.6.1,domain#TWAS-OutOfService-Service
package#DataLifecycle,domain#DB.O.DSPDFVDB.6.2,domain#TWAS-OutOfService-Service
package#DataLifecycle,domain#DF.A.CSDF-VdDA2.6,domain#TWAS-DefaultTW-Data
package#DataLifecycle,domain#DF.A.PDF.6.1,domain#TWAS-DefaultTW-Data
package#DataLifecycle,domain#DF.A.PDF.6.3,domain#TWAS-Integrity-DataFlow
package#DataLifecycle,domain#DF.A.PDF.6.4,domain#TWAS-Health-DataFlow
package#DataLifecycle,domain#DF.Auth.HuWEDF.3,domain#TWAS-Astuteness-Human
package#DataLifecycle,domain#DF.Auth.HuWESDF.3,domain#TWAS-Astuteness-Human
package#DataLifecycle,domain#DF.Auth.HuWSMSDF.3,domain#TWAS-Astuteness-Human
package#DataLifecycle,domain#DF.W.HPDADF.7,domain#TWAS-Health-Process
package#DataLifecycle,domain#DF.W.HPDADF.7,domain#TWAS-OutOfService-Process
package#DataLifecycle,domain#DF.X.PDF-V.6,domain#TWAS-DefaultTW-Data
package#DataLifecycle,domain#DF.X.PDFV.6,domain#TWAS-DefaultTW-Data
package#DataLifecycle,domain#DF.Y.PDF-V.8,domain#TWAS-DefaultTW-Data
package#DataLifecycle,domain#DS.A.HDS.7,domain#TWAS-Health-Host
package#DataLifecycle,domain#DS.A.HDS.7,domain#TWAS-OutOfService-Host
package#DataLifecycle,domain#DS.A.HPsACDAdDS.1,domain#TWAS-UserTW-ProcAccess
package#DataLifecycle,domain#DS.A.HPsACDAdDS.7,domain#TWAS-Health-Process
package#DataLifecycle,domain#DS.A.HPsACDAdDS.7,domain#TWAS-OutOfService-Process
package#DataLifecycle,domain#DS.A.HsACDS.1.2,domain#TWAS-Control-HostAccess
package#DataLifecycle,domain#DS.A.HsACDS.1.3,domain#TWAS-OutOfService-Host
package#DataLifecycle,domain#DS.A.HsACDS.1.3,domain#TWAS-UserTW-HostAccess
package#DataLifecycle,domain#DS.A.PHHDS.3,domain#TWAS-OccupantTW-Space
package#DataLifecycle,domain#DS.Auth.HPsACd-pDS-V.1,domain#TWAS-UserTW-ProcAccess
package#DataLifecycle,domain#DS.Auth.HPsACd-pDS-V.1.6,domain#TWAS-UserTW-ProcAccess
package#DataLifecycle,domain#DS.Auth.HPsACdpDS-V.1,domain#TWAS-UserTW-ProcAccess
package#DataLifecycle,domain#DS.Auth.HsACDS-V.1.2,domain#TWAS-Control-HostAccess
package#DataLifecycle,domain#DS.Auth.HsACDS-V.1.3,domain#TWAS-OutOfService-Host
package#DataLifecycle,domain#DS.Auth.HsACDS-V.1.3,domain#TWAS-UserTW-HostAccess
package#DataLifecycle,domain#DS.C.HPsACr-pDS-V.1,domain#TWAS-UserTW-ProcAccess
package#DataLifecycle,domain#DS.C.HPsACr-pDS-V.1.6,domain#TWAS-UserTW-ProcAccess
package#DataLifecycle,domain#DS.C.HPsACrpDS-V.1,domain#TWAS-UserTW-ProcAccess
package#DataLifecycle,domain#DS.C.HsACDS-V.1.2,domain#TWAS-Control-HostAccess
package#DataLifecycle,domain#DS.C.HsACDS-V.1.3,domain#TWAS-OutOfService-Host
package#DataLifecycle,domain#DS.C.HsACDS-V.1.3,domain#TWAS-UserTW-HostAccess
package#DataLifecycle,domain#DS.W.HPsACDAdDS.7,domain#TWAS-Health-Process
package#DataLifecycle,domain#DS.W.HPsACDAdDS.7,domain#TWAS-OutOfService-Process
package#DataLifecycle,domain#DS.X.HDS-V.6,domain#TWAS-DefaultTW-Host
package#DataLifecycle,domain#DS.X.HDSV.6,domain#TWAS-DefaultTW-Host
package#DataLifecycle,domain#DS.Y.HDS-V.8,domain#TWAS-DefaultTW-Host
package#DataLifecycle,domain#Hu.U.HuirPv-iD.0,domain#TWAS-Competence-Human
package#DataLifecycle,domain#Hu.U.HuirPvDF.0,domain#TWAS-Competence-Human
package#DataLifecycle,domain#Hu.U.HuirPvDF.3,domain#TWAS-Astuteness-Human
package#DataLifecycle,domain#Hu.U.HuirPvDF.3,domain#TWAS-Authenticity-DataFlow
package#DataLifecycle,domain#Hu.U.HuirPvDF.3,domain#TWAS-OutOfService-DataFlow
package#DataLifecycle,domain#Hu.U.HuirPvDS.0,domain#TWAS-Competence-Human
package#DataLifecycle,domain#Hu.U.HuirPvDS.3,domain#TWAS-Astuteness-Human
package#DataLifecycle,domain#Hu.U.HuirPvDS.3,domain#TWAS-Authenticity-DataCopy
package#DataLifecycle,domain#P.A.PcPuDS-V.6,domain#TWAS-DefaultTW-Data
package#DataLifecycle,domain#P.L.HPcDSDI.3,domain#TWAS-Authenticity-DataCopy
package#DataLifecycle,domain#P.L.PcDFDI.3,domain#TWAS-Authenticity-DataFlow
package#DataLifecycle,domain#P.O.DA-VPpDA.6,domain#TWAS-DefaultTW-Process
package#DataLifecycle,domain#P.O.DA-VPpDA.6,domain#TWAS-OutOfService-Process
package#DataLifecycle,domain#P.O.PpDADA-V.6,domain#TWAS-DefaultTW-Process
package#DataLifecycle,domain#P.O.PpDADA-V.6,domain#TWAS-OutOfService-Process
package#DataLifecycle,domain#P.T.PcPr-uDS-V.6,domain#TWAS-DefaultTW-Data
package#DataLifecycle,domain#P.U.HP-iDSDI.3,domain#TWAS-Authenticity-DataCopy
package#DataLifecycle,domain#P.U.P-iDFDI.3,domain#TWAS-Authenticity-DataFlow
package#IoT,domain#Co.A.Co.6,domain#TWAS-DefaultTW-Controller
package#IoT,domain#DF.A.DScSePDmFF.3,domain#TWAS-Authenticity-DataCopy
package#IoT,domain#DF.Auth.DScSePDmFF.3,domain#TWAS-Authenticity-DataCopy
package#LocalDeviceConnectivity,domain#H.J.UHS.3,domain#TWAS-OccupantTW-Space
package#LocalDeviceConnectivity,domain#H.W.HL1H.3,domain#TWAS-Health-RemoteHost
package#LocalDeviceConnectivity,domain#H.W.HL1H.3,domain#TWAS-OutOfService-RemoteHost
package#LocalDeviceConnectivity,domain#H.W.UHS.3,domain#TWAS-OccupantTW-Space
package#LocalDeviceConnectivity,domain#I.Auth.HBISG.3,domain#TWAS-OccupantTW-Space
package#LocalDeviceConnectivity,domain#I.Auth.HBImSG.6,domain#TWAS-OccupantTW-OtherSpace
package#LocalDeviceConnectivity,domain#I.Auth.HUISG.3,domain#TWAS-OccupantTW-Space
package#LocalDeviceConnectivity,domain#LS.L.HL1HS.1,domain#TWAS-OutOfService-RemoteHost
package#LocalDeviceConnectivity,domain#LS.L.HL1HS.1,domain#TWAS-UserTW-FromContext
package#LocalDeviceConnectivity,domain#Sg.A.L1SSg2.6.1,domain#TWAS-DefaultTW-Gateway
package#LocalDeviceConnectivity,domain#Sg.A.LTethSg2.6.1,domain#TWAS-DefaultTW-Gateway
package#LocalDeviceConnectivity,domain#Sg.DA.L1SSg2AC.1,domain#TWAS-Control-HostAccess
package#LocalDeviceConnectivity,domain#Sg.DA.L1SSg2AC.1,domain#TWAS-OutOfService-FromHost
package#LocalDeviceConnectivity,domain#Sg.DA.L1SSg2AC.1,domain#TWAS-OutOfService-Gateway
package#LocalDeviceConnectivity,domain#Sg.TA.L1SSg2.8,domain#TWAS-OutOfService-FwdSegment
package#LocalDeviceConnectivity,domain#Sg.TA.LTethSg2.8,domain#TWAS-OutOfService-FwdSegment
package#LocalDeviceConnectivity,domain#Sg.TA.LTethSg2AC.1,domain#TWAS-Control-HostAccess
package#LocalDeviceConnectivity,domain#Sg.TA.LTethSg2AC.1,domain#TWAS-OutOfService-Gateway
package#LocalDeviceConnectivity,domain#Sg.TA.LTethSg2AC.1,domain#TWAS-OutOfService-LogicalSubnet
package#Network,domain#DC.A.DC.0,domain#TWAS-Capacity-DataCentre
package#Network,domain#DC.RTW.StDC.1,domain#TWAS-Benevolence-Operator
package#Network,domain#H.J.PHS-iC.3,domain#TWAS-OccupantTW-Space
package#Network,domain#H.A.H.1.1,domain#TWAS-ResourceTW-Host
package#Network,domain#H.A.H.5,domain#TWAS-IntrinsicTW-Host
package#Network,domain#H.A.H.6.1,domain#TWAS-DefaultTW-Host
package#Network,domain#H.A.HsAC.1.2,domain#TWAS-Control-HostAccess
package#Network,domain#H.A.HumH.6.2,domain#TWAS-ExploitTW-Host
package#Network,domain#H.A.HumH.6.4,domain#TWAS-Health-Host
package#Network,domain#H.A.PHS.3,domain#TWAS-OccupantTW-Space
package#Network,domain#H.E-D.H.8,domain#TWAS-ExtrinsicTW-Host
package#Network,domain#H.IS.PH.8,domain#TWAS-DefaultTW-Host
package#Network,domain#H.IS.PHS-iP.1,domain#TWAS-OccupantTW-Space
package#Network,domain#H.L.CHS-iP.3.1,domain#TWAS-OccupantTW-Space
package#Network,domain#H.L.HmAC.1,domain#TWAS-UserTW-Host
package#Network,domain#H.L.HuiHSt.1,domain#TWAS-Astuteness-Human
package#Network,domain#H.L.HuiHSt.1,domain#TWAS-Benevolence-Employer
package#Network,domain#H.L.HuiHoSt.1,domain#TWAS-Benevolence-Human
package#Network,domain#H.L.SHAC.1,domain#TWAS-Control-HostAccess
package#Network,domain#H.L.SHmACPAC.1,domain#TWAS-UserTW-ProcAccess
package#Network,domain#H.M.CHS.3.1,domain#TWAS-OccupantTW-Space
package#Network,domain#H.M.HmAC.1.1,domain#TWAS-ResourceTW-Host
package#Network,domain#H.M.HmAC.1.2,domain#TWAS-Control-Host
package#Network,domain#H.M.HumCHS-iP.3.2,domain#TWAS-Astuteness-Human
package#Network,domain#H.M.HumCHS-iP.3.2,domain#TWAS-OccupantTW-Space
package#Network,domain#H.M.HumHSt.1,domain#TWAS-Astuteness-HostManager
package#Network,domain#H.M.HumHSt.1,domain#TWAS-Benevolence-Employer
package#Network,domain#H.M.HumHoSt.1,domain#TWAS-Benevolence-HostManager
package#Network,domain#H.M.SHmACRLnSAC.1,domain#TWAS-OutOfService-RemoteAccessService
package#Network,domain#H.M.SHmACRLnSAC.1,domain#TWAS-UserTW-ProcAccess
package#Network,domain#H.RTW.DCH.1,domain#TWAS-ResourceTW-DataCentre
package#Network,domain#H.RTW.StH.1,domain#TWAS-Benevolence-Operator
package#Network,domain#H.U.H.5,domain#TWAS-IntrinsicTW-Host
package#Network,domain#H.W.HuHE.3,domain#TWAS-Astuteness-Human
package#Network,domain#LS.A.HprLS.1.1,domain#TWAS-ResourceTW-Gateway
package#Network,domain#LS.A.HprLS.6.1,domain#TWAS-DefaultTW-Gateway
package#Network,domain#LS.A.HprLSAC.1.2,domain#TWAS-Control-HostAccess
package#Network,domain#LS.AX.LSaS.3,domain#TWAS-OccupantTW-Space
package#Network,domain#LS.IS.HprLS.8,domain#TWAS-OutOfService-Gateway
package#Network,domain#LS.IS.HprLSAC.1,domain#TWAS-Control-HostAccess
package#Network,domain#LS.IS.LS-prH.8,domain#TWAS-DefaultTW-LogicalSubnet
package#Network,domain#LS.IS.WHmWS.8,domain#TWAS-OutOfService-LogicalSubnet
package#Network,domain#LS.L.HL23S.1.3,domain#TWAS-OutOfService-Host
package#Network,domain#LS.L.HL23S.1.3,domain#TWAS-UserTW-HostAccess
package#Network,domain#LS.L.HprL23S-AP.3,domain#TWAS-NetworkAccessibility-LogicalSubnet
package#Network,domain#LS.L.HprL23SAS-P.1,domain#TWAS-NetworkAccessibility-Subnet
package#Network,domain#LS.L.L23S-AHP.1,domain#TWAS-NetworkAccessibility-LogicalSubnet
package#Network,domain#LS.L.L23SAS-HP.1,domain#TWAS-NetworkAccessibility-Subnet
package#Network,domain#LS.L.THL23S.1.2,domain#TWAS-Control-HostAccess
package#Network,domain#LS.L.THL23S.1.2,domain#TWAS-OutOfService-Host
package#Network,domain#LS.M.HprL23SAC.1,domain#TWAS-Control-HostAccess
package#Network,domain#P.J.SHP-iT.7,domain#TWAS-Health-Process
package#Network,domain#P.J.SHP-iT.7,domain#TWAS-OutOfService-Process
package#Network,domain#P.A.HP-iT.1.3,domain#TWAS-UserTW-Process
package#Network,domain#P.A.HP-iT.5,domain#TWAS-IntrinsicTW-Process
package#Network,domain#P.A.HP.1.1,domain#TWAS-ResourceTW-Host
package#Network,domain#P.A.HsACP.1.2,domain#TWAS-Control-HostAccess
package#Network,domain#P.A.HuiHP.6,domain#TWAS-DefaultTW-Host
package#Network,domain#P.A.HuiHPSP.6,domain#TWAS-DefaultTW-Host
package#Network,domain#P.A.HumHP-iT.6.2,domain#TWAS-ExploitTW-Process
package#Network,domain#P.A.HumHP-iT.6.4,domain#TWAS-Health-Process
package#Network,domain#P.E-D.HP.8,domain#TWAS-ExtrinsicTW-Process
package#Network,domain#P.IS.HP.8,domain#TWAS-OutOfService-Host
package#Network,domain#P.IS.HPsAC.1,domain#TWAS-OutOfService-Host
package#Network,domain#P.IS.HPsAC.1,domain#TWAS-UserTW-ProcAccess
package#Network,domain#P.L.HPmAC.1,domain#TWAS-UserTW-Process
package#Network,domain#P.L.HuHE2AC.3,domain#TWAS-Astuteness-Human
package#Network,domain#P.L.HuiPCHS-iP.3.2,domain#TWAS-Astuteness-Human
package#Network,domain#P.L.HuiPCHS-iP.3.2,domain#TWAS-OccupantTW-Space
package#Network,domain#P.L.HuiPCHS-iP.3.3,domain#TWAS-Astuteness-Human
package#Network,domain#P.L.HuiPCHS-iP.3.3,domain#TWAS-OccupantTW-Space
package#Network,domain#P.L.HuiPCHS.3.1,domain#TWAS-OccupantTW-Space
package#Network,domain#P.L.HuiPSt.1,domain#TWAS-Astuteness-Human
package#Network,domain#P.L.HuiPSt.1,domain#TWAS-Benevolence-Employer
package#Network,domain#P.L.HuiPoSt.1,domain#TWAS-Benevolence-Human
package#Network,domain#P.L.SHACPmAC.1,domain#TWAS-Control-HostAccess
package#Network,domain#P.L.SHLnSACPmAC.1,domain#TWAS-OutOfService-RemoteAccessService
package#Network,domain#P.L.SHLnSACPmAC.1,domain#TWAS-UserTW-AccessContext
package#Network,domain#P.O.HP-iT.5,domain#TWAS-IntrinsicTW-Process
package#Network,domain#P.O.HP-iT.5,domain#TWAS-OutOfService-Process
package#Network,domain#P.U.HP-iT.5,domain#TWAS-IntrinsicTW-Process
package#Network,domain#P.W.HP-iT.7,domain#TWAS-Health-Host
package#Network,domain#P.W.HP-iT.7,domain#TWAS-OutOfService-Host
package#NetworkConnectivity,domain#H.L.IoH.3,domain#TWAS-ConnectionsBlocked-Interface
package#NetworkConnectivity,domain#H.L.IoH.3,domain#TWAS-ConnectionsBlocked-NetworkPath
package#NetworkConnectivity,domain#H.L.IoH.3,domain#TWAS-NetworkUserTW-AttackerSubnet
package#NetworkConnectivity,domain#H.L.NoH.3,domain#TWAS-ConnectionsBlocked-Interface
package#NetworkConnectivity,domain#H.L.NoH.3,domain#TWAS-ConnectionsBlocked-NetworkPath
package#NetworkConnectivity,domain#H.L.NoH.3,domain#TWAS-NetworkUserTW-AttackerSubnet
package#NetworkConnectivity,domain#H.M.IoH.3,domain#TWAS-ConnectionsBlocked-Interface
package#NetworkConnectivity,domain#H.M.IoH.3,domain#TWAS-ConnectionsBlocked-NetworkPath
package#NetworkConnectivity,domain#H.M.IoH.3,domain#TWAS-NetworkUserTW-AttackerSubnet
package#NetworkConnectivity,domain#H.M.NoH.3,domain#TWAS-ConnectionsBlocked-Interface
package#NetworkConnectivity,domain#H.M.NoH.3,domain#TWAS-ConnectionsBlocked-NetworkPath
package#NetworkConnectivity,domain#H.M.NoH.3,domain#TWAS-NetworkUserTW-AttackerSubnet
package#NetworkConnectivity,domain#H.M.RIoH.7,domain#TWAS-ConnectionsBlocked-NetworkPath
package#NetworkConnectivity,domain#H.M.RIoH.7,domain#TWAS-NetworkUserTW-AttackerSubnet
package#NetworkConnectivity,domain#H.M.RIoH.7,domain#TWAS-OutOfService-Interface
package#NetworkConnectivity,domain#H.M.RIoH.7,domain#TWAS-TrojanTW-Host
package#NetworkConnectivity,domain#H.M.RNoH.7,domain#TWAS-ConnectionsBlocked-NetworkPath
package#NetworkConnectivity,domain#H.M.RNoH.7,domain#TWAS-NetworkUserTW-AttackerSubnet
package#NetworkConnectivity,domain#H.M.RNoH.7,domain#TWAS-OutOfService-Interface
package#NetworkConnectivity,domain#H.M.RNoH.7,domain#TWAS-TrojanTW-Host
package#NetworkConnectivity,domain#I.A.GdHRS.6,domain#TWAS-DefaultTW-RadioSubnet
package#NetworkConnectivity,domain#I.A.GdHRSi.6,domain#TWAS-DefaultTW-LogicalSubnet
package#NetworkConnectivity,domain#I.A.GdHWS.6,domain#TWAS-DefaultTW-LogicalSubnet
package#NetworkConnectivity,domain#I.A.I.6.1,domain#TWAS-DefaultTW-Host
package#NetworkConnectivity,domain#I.Auth.HRSGSoS.3,domain#TWAS-OccupantTW-Space
package#NetworkConnectivity,domain#I.Auth.HSRSoGS.3,domain#TWAS-OccupantTW-Space
package#NetworkConnectivity,domain#I.Auth.HSWSoGS.3,domain#TWAS-OccupantTW-Space
package#NetworkConnectivity,domain#I.Auth.HWSGSoS.3,domain#TWAS-OccupantTW-Space
package#NetworkConnectivity,domain#I.DA.I.8,domain#TWAS-OutOfService-Interface
package#NetworkConnectivity,domain#I.DA.PACI.8.1,domain#TWAS-OutOfService-Host
package#NetworkConnectivity,domain#I.DA.PACI.8.1,domain#TWAS-OutOfService-LogicalSubnet
package#NetworkConnectivity,domain#I.DA.PACI.8.1,domain#TWAS-UserTW-AccessContext
package#NetworkConnectivity,domain#I.IS.I.8,domain#TWAS-OutOfService-Host
package#NetworkConnectivity,domain#I.IS.I.8,domain#TWAS-OutOfService-LogicalSubnet
package#NetworkConnectivity,domain#I.IS.INC.1,domain#TWAS-Control-HostAccess
package#NetworkConnectivity,domain#I.IS.INC.1,domain#TWAS-OutOfService-Host
package#NetworkConnectivity,domain#I.IS.INC.1,domain#TWAS-OutOfService-LogicalSubnet
package#NetworkConnectivity,domain#I.M.I.8,domain#TWAS-OutOfService-Interface
package#NetworkConnectivity,domain#I.O.DDoH.3,domain#TWAS-ConnectionsBlocked-NetworkPath
package#NetworkConnectivity,domain#I.O.DDoH.3,domain#TWAS-NetworkControl-AttackerSubnet
package#NetworkConnectivity,domain#I.O.DDoH.3,domain#TWAS-OutOfService-Interface
package#NetworkConnectivity,domain#I.O.HIoH.3.1,domain#TWAS-NetworkUserTW-LogicalSubnet
package#NetworkConnectivity,domain#I.O.HIoH.3.1,domain#TWAS-OutOfService-Interface
package#NetworkConnectivity,domain#I.O.HIoH.3.2,domain#TWAS-NetworkControl-LogicalSubnet
package#NetworkConnectivity,domain#I.O.HIoH.3.2,domain#TWAS-OutOfService-Interface
package#NetworkConnectivity,domain#I.O.IoH.3,domain#TWAS-ConnectionsBlocked-NetworkPath
package#NetworkConnectivity,domain#I.O.IoH.3,domain#TWAS-NetworkUserTW-AttackerSubnet
package#NetworkConnectivity,domain#I.O.IoH.3,domain#TWAS-OutOfService-Interface
package#NetworkConnectivity,domain#I.O.LoH.3,domain#TWAS-NetworkUserTW-LogicalSubnet
package#NetworkConnectivity,domain#I.O.LoH.3,domain#TWAS-OutOfService-Interface
package#NetworkConnectivity,domain#I.O.RoH.3,domain#TWAS-ConnectionsBlocked-NetworkPath
package#NetworkConnectivity,domain#I.O.RoH.3,domain#TWAS-NetworkUserTW-AttackerSubnet
package#NetworkConnectivity,domain#I.O.RoH.3,domain#TWAS-OutOfService-Interface
package#NetworkConnectivity,domain#LS.C.WiFiSSoH.3,domain#TWAS-OccupantTW-Space
package#NetworkConnectivity,domain#LS.C.WiFiSSoH.3,domain#TWAS-OutOfService-RadioSubnet
package#NetworkConnectivity,domain#NP.DA.NPLS.8,domain#TWAS-OutOfService-LogicalSubnet
package#NetworkConnectivity,domain#NP.DA.NPmLSmSg.8,domain#TWAS-ConnectionsBlocked-LogicalSegment
package#NetworkConnectivity,domain#NP.DA.NPmLSmSg.8,domain#TWAS-OutOfService-LogicalSubnet
package#NetworkConnectivity,domain#Sg.A.L3SSg2.6.1,domain#TWAS-DefaultTW-Gateway
package#NetworkConnectivity,domain#Sg.DA.L3SSg2-b.8,domain#TWAS-OutOfService-FwdSegment
package#NetworkConnectivity,domain#Sg.DA.L3SSg2AC-b.1,domain#TWAS-Control-HostAccess
package#NetworkConnectivity,domain#Sg.DA.L3SSg2AC-b.1,domain#TWAS-OutOfService-FromSubnet
package#NetworkConnectivity,domain#Sg.DA.L3SSg2AC-b.1,domain#TWAS-OutOfService-Gateway
